# ----------------------------------------
# Páginas e telas: Caminho da página e classe da tela
# Conta: Bahia.ba
# Propriedade: Bahia.ba – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20230101
# Data de término: 20231231
Caminho da página e classe da tela,Visualizações,Usuários ativos,Visualizações por usuário ativo,Tempo médio de engajamento por usuário ativo,Contagem de eventos,Eventos principais,Receita total
/,1113789,88078,12.645484684030064,651.0384318445015,3189685,0,0
/entretenimento/produtora-da-globo-e-reporter-da-record-se-casam-apos-quase-oito-anos-relacionamento/,490015,374741,1.3076097891610472,40.99327535551221,1518356,0,0
/entretenimento/marina-ruy-barbosa-paga-peitinho-no-festival-cannes/,321511,274871,1.1696795951555456,47.7758512174802,1180982,0,0
/entretenimento/nao-desejo-para-pai-nenhum-o-que-eu-passei-diz-leo-santana-apos-levar-filha-ao-hospital/,278606,224485,1.2410896050961089,64.13947925251131,943903,0,0
/entretenimento/ivete-sangalo-sobre-discurso-de-jessica-senra-contra-vereador-gaucho-cirurgica/,229532,164627,1.3942548913604693,53.06077982347975,708477,0,0
/entretenimento/ivete-sangalo-penteia-cabelo-de-preta-gil-e-toca-violao-para-cantora-carinho-que-nao-cessa/,166663,124298,1.3408341244428712,46.655561634137314,507479,0,0
/ultimas-noticias/,159778,11573,13.806100406117688,608.3774302255249,444526,0,0
/entretenimento/sem-dinheiro-para-comer-diz-latino-sobre-vicio-em-jogos-que-o-levou-a-falencia/,151218,133590,1.1319559847293958,84.80030690919979,538863,0,0
/entretenimento/simone-fala-pela-primeira-vez-apos-ausencia-de-simaria-em-seu-aniversario/,142785,119219,1.1976698345062449,57.667410395993926,493480,0,0
/bahia/nestle-e-acionada-pelo-mp-por-induzir-consumidores-a-erro-com-semelhancas-ilicitas-em-produtos/,136431,120664,1.1306686335609626,48.79531591858384,495480,0,0
/entretenimento/andressa-urach-divide-mesma-mulher-com-filho-teve-atracao/,130521,117760,1.1083644701086957,78.77325917119565,495009,0,0
/carnaval/esposa-de-bruno-reis-sobre-fama-de-pegador-do-prefeito-tem-que-viver-todas-as-fases-da-vida/,129460,104836,1.2348811476973558,52.59524400015262,400788,0,0
/entretenimento/festa-de-carlinhos-maia-e-marcada-por-confusao/,109351,90392,1.2097420125674838,74.8683511815205,378142,0,0
/entretenimento/a-fila-andou-jojo-todynho-e-vista-com-novo-affair-no-dia-dos-namorados-confira/,102836,80621,1.2755485543468823,67.48427828977562,333086,0,0
/entretenimento/lore-improta-rebate-fala-de-jojo-todynho-ta-querendo-pegar-homem-dos-outros/,98792,84226,1.1729394723719517,41.405017453043,318886,0,0
/entretenimento/viuva-de-gugu-e-questionada-em-audiencia-se-mantinha-relacoes-sexuais-com-apresentador/,88798,74078,1.198709468398175,104.58549096897865,296591,0,0
/entretenimento/wanessa-carmago-sobre-relacao-com-ex-marido-nao-somos-melhores-amigos/,85468,69578,1.2283767857656156,77.86915404294461,296036,0,0
/entretenimento/grayanne-barbosa-celebra-11-anos-de-uniao-com-belo-dancando-pit-bull-enraivado-confira/,81661,63285,1.2903689657896815,20.329035316425692,256475,0,0
/entretenimento/leo-santana-reage-a-foto-de-lore-improta-ave-maria-cheia-de-graca/,77327,46418,1.665883924339696,33.11698048170968,209963,0,0
/carnaval/primeira-dama-classifica-encontro-com-janja-como-representatividade-do-governo/,74209,60510,1.226392331845976,47.52174847132705,228249,0,0
/entretenimento/apos-ser-alfinetado-por-kannario-ze-eduardo-desafia-cantor-pega-o-telefone-e-me-liga/,73732,51042,1.4445358724187924,68.7916029936131,219256,0,0
/entretenimento/deus-sempre-foi-e-sempre-sera-presente-em-nosso-relacionamento-diz-marcelo-castro/,70117,60312,1.1625712959278418,49.74003515055047,229293,0,0
/entretenimento/filha-de-xanddy-e-carla-perez-assume-relacionamento-com-mulher-diz-colunista/,68173,52454,1.2996720936439548,67.97956304571625,216901,0,0
/entretenimento/bbb23-rede-globo-analisa-expulsao-de-guime-apos-acusacao-de-assedio-diz-coluna/,64904,47536,1.3653651969033995,50.969538875799394,196055,0,0
/entretenimento/uma-nova-mulher-lore-improta-muda-visual-e-recebe-elogio-que-mulher/,64650,40754,1.5863473524071257,19.947146292388478,174629,0,0
/entretenimento/daniela-mazzei-e-demitida-da-record-tv-itapoan/,60796,47154,1.289307375832379,67.73686219620816,199100,0,0
/entretenimento/lexa-faz-primeira-viagem-com-mc-guime-apos-reatar-casamento/,55332,38329,1.4436066685799265,51.32727177854888,161529,0,0
/entretenimento/chaves-pix-nao-eram-de-funcionarios-da-record-tv-itapoan-revela-delegado/,52816,40250,1.312198757763975,82.11095652173913,172590,0,0
/entretenimento/vaza-video-de-andressa-urach-vestida-de-branca-de-neve-fazendo-sexo-com-anao/,52172,46435,1.1235490470550231,24.468095186820285,196112,0,0
/bahia/governador-garante-pagamento-da-2a-parcela-do-fundef/,49357,31840,1.5501570351758793,94.68121859296483,156932,0,0
/salvador/rodoviarios-podem-deflagrar-greve-de-onibus-nesta-quinta-feira/,48547,35250,1.3772198581560284,57.96797163120567,155347,0,0
/brasil/camilly-victoria-se-pronuncia-e-nega-falta-de-apoio-de-xanddy-e-carla-perez/,47883,24895,1.9233982727455312,33.5753765816429,136514,0,0
/bahia/greve-dos-professores-coordenador-da-aplb-iguala-jeronimo-a-acm-apos-anuncio-de-corte-salarial/,47656,37432,1.2731352853173754,87.44678350074803,154644,0,0
/entretenimento/cissa-guimaraes-sobre-demissao-da-globo-patricia-poeta-ganhava-tres-vezes-mais-que-eu/,46497,31135,1.4933997109362454,76.28283282479525,131542,0,0
/entretenimento/atriz-reclama-de-neymar-escolher-mesmo-nome-de-sua-filha-agora-todo-mundo-vai-ser-mavie/,46369,40161,1.154577824257364,57.22760887428102,151485,0,0
/entretenimento/foi-uma-arapuca-dispara-mae-de-mc-guime-sobre-expulsao-do-bbb23/,44903,29792,1.507216702470462,67.40356471535983,125997,0,0
/entretenimento/jojo-todynho-consegue-primeiro-estagio-de-direito-to-em-outro-patamar/,43040,34862,1.2345820664333658,63.92051517411508,146253,0,0
/entretenimento/ratinho-sobre-volume-do-padre-da-vontade-de-pegar/,42559,36095,1.1790829754813685,96.17525973126472,157240,0,0
/entretenimento/bb23-bruna-griphao-grita-com-producao-para-poder-fumar-e-web-a-chama-de-mimada/,42279,34927,1.210496177742148,69.66427119420506,142914,0,0
/entretenimento/reporter-da-record-tv-itapoan-sobre-caso-pix-nao-estou-envolvida-em-nada/,40044,24142,1.6586861071990722,78.04838041587276,111112,0,0
/bahia/caso-sarah-mariano-cantora-gospel-gravou-video-antes-de-desaparecer-assista/,39403,31000,1.2710645161290322,27.363709677419354,130987,0,0
/entretenimento/as-pessoas-dizem-que-eu-tenho-tracos-dele-diz-suposto-filho-de-gugu/,39233,34594,1.1340983985662254,39.88350581025611,126852,0,0
/entretenimento/daniel-cady-revela-que-fez-terapia-para-lidar-com-alimentacao-do-filho/,38674,25483,1.5176392104540282,59.101479417650985,105768,0,0
/salvador/fornecimento-de-agua-sera-interrompido-em-bairros-da-capital-na-terca-feira-8/,36294,29777,1.2188601941095476,41.19790442287672,122701,0,0
/municipios/jeronimo-entrega-colegio-de-ensino-integral-com-investimento-de-r-226-milhoes/,32864,20333,1.6162887916195348,38.3327595534353,90680,0,0
/entretenimento/empresario-alega-prejuizo-de-r-200-mil-e-e-processado-por-naldo-apos-luta-com-popo-ser-cancelada/,32830,28568,1.1491879025483058,70.16875525063007,113414,0,0
/entretenimento/daniel-cady-e-marcelo-sangalo-tem-tarde-de-pesca-na-gamboa-frutos-do-quintal-de-casa/,32436,26361,1.2304540798907477,46.13554114032093,99809,0,0
/salvador/edificio-mais-alto-da-capital-baiana-tem-suas-obras-iniciadas-no-caminho-das-arvores/,31757,26221,1.2111284848022577,85.02028908127073,107853,0,0
/entretenimento/no-dia-da-mulher-gil-elege-cinco-cantoras-que-levam-suas-musicas-para-outro-patamar/,31442,22505,1.3971117529437902,35.77769384581204,92705,0,0
/entretenimento/filha-de-ivete-sangalo-danca-com-cantora-em-show-e-movimenta-web-quanto-amor/,30535,24074,1.2683808257871563,32.5714879122705,92573,0,0
/politica/,29095,7096,4.100197294250282,160.42629650507328,74874,0,0
/politica/chineses-temem-que-fluxo-de-carros-na-ponte-salvador-itaparica-nao-pague-a-conta-da-gestao/,28847,23300,1.238068669527897,100.53527896995708,98697,0,0
/entretenimento/lore-improta-apos-leo-levar-filha-ao-hospital-so-queria-ta-la-pra-ficar-agarrada-nela/,28475,22480,1.2666814946619218,70.82846975088968,76573,0,0
/salvador/carro-do-google-mostra-momento-em-que-e-cercado-por-homens-armados-no-nordeste-de-amaralina/,27591,19513,1.4139804233075386,21.99246656075437,99070,0,0
/entretenimento/naldo-benny-danca-zona-de-perigo-e-vira-motivo-de-chacota-na-web-nao-cansa-de-passar-vergonha/,27501,21777,1.2628461220553795,21.309638609542176,82258,0,0
/entretenimento/preta-gil-compartilha-passeio-em-parque-e-ivete-sangalo-reage-onde-mora-o-amor/,27312,21452,1.2731680029834047,46.48741376095469,85034,0,0
/entretenimento/uziel-bueno-sobre-caso-pix-a-solidariedade-nao-pode-ser-manchada-por-causa-de-pilantras/,27116,15971,1.6978273120030054,77.74146891240373,73150,0,0
/carnaval/prefeitura-divulga-programacao-completa-e-ordem-dos-trios-do-carnaval-de-salvador-confira/,26573,18557,1.4319663738750876,41.360941962601714,80022,0,0
/entretenimento/arraia-da-liz-leo-santana-e-lore-improta-reunem-familias-e-amigos-em-festa-confira/,26520,21200,1.2509433962264151,36.91207547169812,77896,0,0
/entretenimento/lore-improta-autoriza-leo-santana-dancar-no-domingao-do-huck-so-nao-pode-tirar-a-camisa/,25679,16425,1.5634094368340943,40.48864535768645,67046,0,0
/entretenimento/daniela-mazzei-se-declara-para-marcelo-castro-my-love/,25029,19205,1.3032543608435303,76.57646446237959,77238,0,0
/entretenimento/roberto-carlos-perde-disputa-judicial-para-tiririca/,24803,19905,1.2460688269279077,88.14328058276814,88742,0,0
/entretenimento/forro-sensual-leo-danca-coreografia-de-musica-de-sao-joao-e-web-reage-chama-o-bombeiro/,24466,12943,1.8902881866646064,24.707486672332536,59801,0,0
/entretenimento/em-luta-contra-cancer-preta-gil-recebe-visita-de-amigos-e-familia-muito-amor/,24343,18544,1.3127157031924073,46.57085849870578,71294,0,0
/entretenimento/reporter-contratada-ao-vivo-pela-record-de-sao-paulo-volta-para-tv-itapoan/,23248,18001,1.291483806455197,58.03394255874674,74539,0,0
/bahia/fa-de-hitler-baiano-funda-corrente-politica-inspirada-no-nazismo/,23062,18293,1.260700814519215,25.710599682938827,77734,0,0
/entretenimento/andressa-urach-fala-de-internacao-a-forca-perdi-a-nocao-da-realidade/,23062,15648,1.4737985685071575,43.550933026584865,67054,0,0
/carnaval/fas-prestam-homenagem-a-filho-de-ivete-em-sacada-de-predio/,21757,16189,1.34393724133671,28.892952004447466,62846,0,0
/carnaval/bruno-avalia-esvaziamento-do-circuito-campo-grande-depende-da-vontade-do-foliao/,21280,16096,1.3220675944333995,75.44837226640159,63972,0,0
/entretenimento/leo-santana-e-lore-improta-dancam-juntos-e-web-reage-amo-esse-casal/,21080,15606,1.3507625272331154,28.675381263616558,62852,0,0
/entretenimento/daniel-cady-revela-como-ivete-sangalo-gosta-de-ser-agradada-por-ele/,21044,17245,1.220295737895042,63.95285590026094,65632,0,0
/entretenimento/neymar-deixa-escapar-suposto-nome-da-filha-com-bruna-biancardi/,20928,17378,1.2042812751755092,62.93969386580734,66208,0,0
/bahia/professores-da-rede-estadual-mantem-paralisacao-das-aulas-apos-audiencia/,20611,15314,1.3458926472508816,81.65854773409951,65456,0,0
/bahia/apos-protesto-professores-estaduais-apontam-possibilidade-de-greve-geral/,20492,16819,1.2183839705095427,62.088411915096025,70566,0,0
/salvador/rodoviarios-programam-assembleia-geral-e-nova-paralisacao-de-24h-para-esta-semana-em-salvador/,20468,15279,1.3396164670462727,67.9939786635251,63053,0,0
/entretenimento/mae-de-paulo-gustavo-ignora-presenca-de-lore-improta-e-pede-para-sentar-no-colo-de-leo/,20267,12878,1.5737692188227985,53.31868302531449,54126,0,0
/entretenimento/leo-dias-critica-patricia-poeta-e-aponta-armacao-em-fotos-na-praia-palhacada/,20208,16617,1.2161039898898718,76.46807486309201,61722,0,0
