# ----------------------------------------
# Páginas e telas: Caminho da página e classe da tela
# Conta: Bahia.ba
# Propriedade: Bahia.ba – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20240101
# Data de término: 20241231
Caminho da página e classe da tela,Visualizações,Usuários ativos,Visualizações por usuário ativo,Tempo médio de engajamento por usuário ativo,Contagem de eventos,Eventos principais,Receita total
/,897600,79698,11.262515997892043,623.8397701322492,2740989,0,0
/entretenimento/vaza-video-de-ze-paredao-fazendo-sexo-com-namorada-de-cantor-oh-polemico-confira/,114315,98140,1.1648155695944569,14.016201345017322,421733,0,0
/ultimas-noticias/,101004,7142,14.142257070848501,662.0651078129375,293612,0,0
/entretenimento/paula-fernandes-posa-nua-veja-fotos/,78904,59140,1.3341900574907,34.06156577612445,281958,0,0
/municipios/ultima-cidade-baiana-sem-ligacao-asfaltica-comemora-pavimentacao-de-trecho-da-ba-959/,54147,46790,1.1572344518059414,46.204509510579186,188432,0,0
/eleicoes2024/apuracao-flavio-matos-vai-se-elegendo-prefeito-em-camacari-caetano-e-o-segundo-colocado/,45260,28022,1.615159517521947,66.6669045749768,147411,0,0
/esporte/romario-quita-salarios-de-funcionarios-que-nao-recebiam-ha-2-anos-e-meio-no-america/,37733,33458,1.1277721322254768,41.792665431286984,142856,0,0
/esporte/bahia-investe-alto-e-acerta-compra-de-destaque-do-internacional-por-r-38-milhoes/,34399,31512,1.0916158923584667,42.78728738258441,128044,0,0
/entretenimento/ivete-sangalo-passa-dois-dias-na-casa-de-preta-gil/,31590,28230,1.1190223166843782,72.49730782855119,116397,0,0
/esporte/rebeca-andrade-tenta-falar-com-imprensa-no-rock-in-rio-mas-e-barrada-por-assessores/,29529,27780,1.0629589632829373,37.28538516918646,110873,0,0
/salvador/prefeitura-autoriza-desapropriacao-de-quatro-terrenos-para-construcao-de-pontilhao/,28021,24135,1.1610109799047028,53.108970374974106,97514,0,0
/salvador/carro-do-google-mostra-momento-em-que-e-cercado-por-homens-armados-no-nordeste-de-amaralina/,26790,19905,1.3458929917106255,19.04707359959809,96737,0,0
/politica/,25273,8768,2.882413321167883,94.67689324817518,67325,0,0
/municipios/governador-anuncia-obras-de-requalificacao-de-estradas-em-cidade-do-interior/,23945,20785,1.15203271590089,58.188308876593695,84772,0,0
/saude/sexologa-responde-por-que-sexo-anal-e-o-queridinho-dos-homens/,23467,21736,1.0796374677953626,82.1267022451233,86720,0,0
/politica/presidente-nacional-do-pt-classifica-filiacao-de-marcal-ao-partido-como-loucura/,21558,19410,1.1106646058732612,65.60401854714065,75798,0,0
/bahia/justica-federal-anula-concurso-da-ufba-por-suspeicao-da-banca-examinadora/,21324,17607,1.211109217924689,72.64968478446073,72034,0,0
/eleicoes2024/apuracao-debora-vai-se-elegendo-prefeita-em-lauro-de-freitas-rosalvo-e-o-segundo-colocado/,18611,12674,1.4684393246015466,54.99345115985482,61810,0,0
/politica/nao-tenho-fabrica-de-dinheiro-nem-vara-de-condao-diz-jeronimo-sobre-reajuste-para-professores/,17858,12358,1.4450558342773911,89.42741543939148,56460,0,0
/municipios/lauro-de-freitas-ganha-duas-novas-linhas-de-onibus-eletricos-nesta-sexta-feira-20/,17265,14109,1.2236870082925793,69.72187965128641,58341,0,0
/entretenimento/jojo-todynho-publica-foto-de-biquini-fio-dental-e-web-reage-que-tiro-foi-esse/,16897,13364,1.2643669560011972,39.16117928763843,58916,0,0
/bahia/estado-convoca-1-677-novos-profissionais-da-educacao-nesta-quarta-feira-25/,16896,15240,1.1086614173228346,33.968635170603676,60299,0,0
/bahia/trabalhadores-protestam-contra-4-mil-demissoes-da-rede-carrefour-na-bahia/,15977,13334,1.1982150892455377,77.99055047247637,55454,0,0
/entretenimento/sob-a-chuva-gusttavo-lima-emociona-publico-no-caldas-country-festival-2024/,15591,13584,1.1477473498233215,42.836793286219084,54650,0,0
/salvador/aposta-da-capital-baiana-fatura-r-65-mil-na-mega-sena/,15398,13166,1.169527571016254,44.20370651678566,54239,0,0
/municipios/governador-autoriza-obras-de-pavimentacao-no-acesso-a-fabrica-que-sera-instalada/,14606,11824,1.2352841677943167,57.312077131258455,46412,0,0
/salvador/,14108,7472,1.8881156316916488,29.87326017130621,36651,0,0
/entretenimento/rita-cadilac-grava-video-porno-com-ex-de-andressa-urach-confira/,12583,10989,1.1450541450541452,20.217035217035217,44376,0,0
/justica/,12492,11629,1.0742110241637286,7.735832831713819,37769,0,0
/bahia/ifba-abre-240-vagas-para-cursos-gratuitos/,11966,10324,1.159046881053855,28.686265013560636,41221,0,0
/salvador/mero-21-linhas-de-onibus-sao-transferidas-para-novo-terminal-em-aguas-claras-veja-itinerarios/,11474,8804,1.3032712403452975,85.24045888232621,38589,0,0
/esporte/lula-comemora-retorno-do-vitoria-a-serie-a-e-alfineta-bahia-campeoes/,11312,9498,1.1909875763318594,74.35649610444304,40681,0,0
/entretenimento/tv-aratu-se-despede-de-leo-sampaio-com-comunicado-oficial/,11182,9500,1.1770526315789474,93.21821052631579,38998,0,0
/politica/eden-cobra-acm-neto-apos-indiciamento-de-bolsonaro-fica-exposta-a-total-cumplicidade/,10957,9894,1.1074388518293916,64.22215484131797,38812,0,0
/entretenimento/balanco-geral-encosta-no-bahia-meio-dia-e-se-afasta-do-alo-juca-nesta-terca-feira-18/,10824,8969,1.2068235031776118,55.649682238822614,36251,0,0
/entretenimento/,10821,6241,1.7338567537253646,34.23105271591091,29870,0,0
/eleicoes2024/jorge-araujo-e-eleito-vereador-com-segunda-maior-votacao-da-historia-de-salvador/,10534,8455,1.2458900059136606,43.292962743938496,36214,0,0
